Data Inicio,Mês,Ano,Atividade,Tipo de atividade,Detalhamento,Categoria,N° de participantes participantes,Modalidade,ESTADO,Participantes_limpo,Data_inicio
04/07/2025,julho ,2025,Ação externa,Ação social,"Dia de Cooperar, distribuindo mudas de suculentas e espécies florestais e frutíferas nativas. Sendo as doações de mudas de plantas a estimativa de participantes.",CREA Jr,1,Presencial,Santa Catarina,1.0,2025-07-04
04/07/2025,julho ,2025,Ação externa,Ação social,"Dia de Cooperar, distribuindo mudas de suculentas e espécies florestais e frutíferas nativas. Sendo as doações de mudas de plantas a estimativa de participantes.",CREA Jr,1,Presencial,Santa Catarina,1.0,2025-07-04
01/07/2025,julho ,2025,Ação interna,Reunião,"Reunião online entre Jordana e o assessor Rodrigo Spíndola para alinhar detalhes técnicos do Congresso Catarinense de Engenharia e Agronomia, como orçamentos, horários de palestras e demais atividades da programação.",CREA Jr,2,Online,Santa Catarina,2.0,2025-07-01
02/07/2025,julho ,2025,Ação interna,Reunião,Reunião virtual via Meet entre Jordana e Rodrigo Spíndola para discutir ajustes e alinhamentos finais da proposta comercial do Congresso.,CREA Jr,2,Online,Santa Catarina,2.0,2025-07-02
03/07/2025,julho ,2025,Ação externa,Treinamento,"Jordana e Gabriel participaram de um treinamento presencial promovido pela Inspetoria de São Miguel do Oeste, com foco em liderança e desenvolvimento de competências.",CREA,2,Presencial,Santa Catarina,2.0,2025-07-03
09/07/2025,julho ,2025,Ação interna,Reunião,"Jordana participou de reunião com Ivan Joel para tratar de orçamentos relacionados ao Congresso, especialmente sobre imagem e sistema de credenciamento, com apresentação de propostas técnicas.",CREA,2,Presencial,Santa Catarina,2.0,2025-07-09
08/07/2025,julho ,2025,Ação interna,Reunião,Gabriel se reuniu com Mateus Eikhoff para tratar de novas possibilidades de parcerias estratégicas para o CREA Jr.,CREA Jr,2,Online,Santa Catarina,2.0,2025-07-08
10/07/2025,julho ,2025,Ação externa,Reunião,"Gabriel se reuniu com Núbia, diretora da Mútua-SC, para discutir ações conjuntas, parcerias e formas de fortalecer o apoio mútuo entre as instituições e o CREA Jr.",Mútua,2,Presencial,Santa Catarina,2.0,2025-07-10
22/07/2025,julho ,2025,Ação externa,Reunião,"Gabriel participou da reunião para formalizar nova parceria com o Startup Weekend, viabilizando patrocínio e participação ativa dos membros do CREA Jr no evento.",Empresa,4,Online,Santa Catarina,4.0,2025-07-22
13/07/2025,julho ,2025,Ação interna,Desenvolvimento interno,"Atividade recreativa promovida na casa do Gabriel, com a participação de membros de todo o estado. A Copa FIFA foi pensada como momento de integração e descontração entre os dirigentes.",CREA Jr,12,Presencial,Santa Catarina,12.0,2025-07-13
31/07/2025,julho ,2025,Ação externa,Ação social,"Realizada a entrega dos alimentos arrecadados pela vaquinha solidária no Centro de Acolhimento de Chapecó, beneficiando famílias em situação de vulnerabilidade.",Beneficente,5,Presencial,Santa Catarina,5.0,2025-07-31
26/07/2025,julho ,2025,Ação externa,Parceria,"Jordana participou de reunião com o professor Yogi e o coronel Éric Galante para tratar de parcerias, palestras e oportunidades que o CREA Jr poderia firmar junto à GITEC – Agência de Tecnologia do Exército. O encontro foi produtivo, com foco em cooperação institucional e ações conjuntas voltadas à inovação, segurança e tecnologia.",Empresa,3,Presencial,Santa Catarina,3.0,2025-07-26
26/07/2025,julho ,2025,Ação interna,Parceria,"No mesmo dia, Jordana esteve reunida com Caroline Burtet, Vinícius Marchesi e Rafaela Fabres para alinhar parcerias estratégicas entre o Sistema Confea/Crea e o CREA Jr Santa Catarina, com foco em fortalecer o apoio institucional ao movimento estudantil no estado.",CONFEA,4,Presencial,Santa Catarina,4.0,2025-07-26
22/07/2025,julho ,2025,Ação externa,Reunião,"Reunião realizada com a inspetoria para tratar sobre a participação no CREA Summit, abordando também o papel das entidades de classe no Sistema Confea/Crea e apresentando brevemente o funcionamento e os objetivos do programa CREA Jr.",CREA,1,Presencial,Santa Catarina,1.0,2025-07-22
18/07/2025,julho ,2025,Ação externa,Reunião,"Reunião realizada com a coordenação dos cursos de Agronomia e Engenharia de Alimentos para tratar da organização do evento em Concórdia, abordando a viabilidade e a disponibilidade de uso das instalações do IFC Campus Concórdia como local-sede do evento.",IES,3,Presencial,Santa Catarina,3.0,2025-07-18
25/07/2025,julho ,2025,Ação externa,Evento,"Participação regional do CREA Júnior de Concórdia, juntamente com a inspetoria de Concórdia, no evento CREA Summit 2025.",CREA,1,Presencial,Santa Catarina,1.0,2025-07-25
26/07/2025,julho ,2025,Ação externa,Reunião,"Reunião com a entidade de classe Agrocom, com o diretor Bruno Martinazzo, para parceria com o evento que vamos realizar com o CONCOPA",CREA,2,Presencial,Santa Catarina,2.0,2025-07-26
10/07/2025,julho ,2025,Ação externa,Reunião,"Reunião com a coordenação da Faculdade UNOPAR para discutir a integração dos cursos com o CREA Júnior, visando fortalecer a parceria entre a instituição e a entidade, promover a participação dos alunos em atividades e projetos, e incentivar o desenvolvimento profissional dos estudantes.",IES,3,Online,Santa Catarina,3.0,2025-07-10
29/07/2025,julho ,2025,Ação externa,Reunião,"Reunião com a Prefeitura de Concórdia para alinhamento e desenvolvimento do evento ConCOPA, discutindo parcerias, logística e estratégias para garantir o sucesso da realização.",Parceria,2,Presencial,Santa Catarina,2.0,2025-07-29
02/07/2025,julho ,2025,Ação externa,Evento,"A convite da Prefeitura de Criciúma, o CREA Jr participou da solenidade de assinatura da lei que institui o Programa Municipal de Retrofit em edificações urbanas. O evento contou com a presença do prefeito Vagner Espindola, do vice-prefeito Salésio Lima e demais autoridades municipais.",Parceria,1,Presencial,Santa Catarina,1.0,2025-07-02
08/07/2025,julho ,2025,Ação externa,Reunião,"Reunião com a Inspetoria para alinhar o CEP, o CREA Summit e dar segmento nas ações da regional",CONFEA,1,Presencial,Santa Catarina,1.0,2025-07-08
11/07/2025,julho ,2025,Ação externa,Curso,"Curso presencial com 16 horas de carga horária (08h às 17h), focado na desburocratização da acessibilidade em edificações. Contou com nomes importantes do setor e apoio do CREA-SC, CREA Jr, ASCEA, UNESC e outras entidades. O CREA Jr Regional Criciúma participou como apoiador do evento.",CREA,1,Presencial,Santa Catarina,1.0,2025-07-11
12/07/2025,julho ,2025,Ação externa,Curso,"Curso presencial com 16 horas de carga horária (08h às 17h), focado na desburocratização da acessibilidade em edificações. Contou com nomes importantes do setor e apoio do CREA-SC, CREA Jr, ASCEA, UNESC e outras entidades. O CREA Jr Regional Criciúma participou como apoiador do evento.",CREA,1,Presencial,Santa Catarina,1.0,2025-07-12
30/07/2025,julho ,2025,Ação externa,Ciclo de Palestras,"Apresentação institucional do CREA Jr Criciúma aos calouros dos cursos de Eng. Mecânica, Elétrica, Mecatrônica, Química e Tecnólogo em Manutenção Industrial. Participaram também representantes da Inspetoria, CEEMM, CREA-SC, MUTUA e uma mesa-redonda com profissionais da área.",IES,1,Presencial,Santa Catarina,1.0,2025-07-30
23/07/2025,julho ,2025,Ação externa,Evento,"Evento gratuito voltado à inovação na construção civil, com foco nas fases de pré-obra, obra e pós-obra. Contou com palestras de líderes da Vier Engenharia, Easy Alert e InMeta, além de mediação de Iago Sartor (professor e diretor). O evento teve apoio da ASCEA, CREA Jr e CREA-SC.",CREA,1,Presencial,Santa Catarina,1.0,2025-07-23
09/07/2025,julho ,2025,Ação externa,Reunião,"Reunião com a Direção da EEB Ruizélio Cabral, para a viabilização de alojamento para os membros do CREAjr durante o CREA Summit",IES,2,Presencial,Santa Catarina,2.0,2025-07-09
09/07/2025,julho ,2025,Ação externa,Palestras,Palestra CREAjr para os acadêmicos de Engenharia de Petróleo da Universidade do Estado de Santa Catarina - UDESC Balneário Camboriú,IES,2,Presencial,Santa Catarina,2.0,2025-07-09
08/07/2025,julho ,2025,Ação externa,Visita técnica,"Os coordenadores titular e adjunto visitaram juntamente com os membros da Inspetoria de Itajaí, as obras da Hard Rock Café, em Itapema que será construído em um pier no Bairro Meia Praia.",Empresa,14,Presencial,Santa Catarina,14.0,2025-07-08
25/07/2025,julho ,2025,Ação externa,Evento,"Participação no Congresso Estadual de Profissionais, realizado previamente ao CREA Summit",CREA,1,Presencial,Santa Catarina,1.0,2025-07-25
01/07/2025,julho ,2025,Ação externa,Reunião,"Reunião com os Coordenadores Gustavo, Fabiano e Helena da Catolica para falar do projeto de coperação, partificapação do Rodrigo junto em Jaraguá",IES,4,Presencial,Santa Catarina,4.0,2025-07-01
16/07/2025,julho ,2025,Ação externa,Reunião,"Na 6ª reunião de inspetoria, foi falado sobre a visita do Rodrigo a Católica e a possibilidade de parceria com a mesma, sobre as projeções do segundo semestre para o CREA Jr. Comentado sobre os conselhos que o CREA participa, e sobre a importancia dos fiscais",CREA,1,Presencial,Santa Catarina,1.0,2025-07-16
21/07/2025,julho ,2025,Ação externa,Reunião,"Reunião com o novo diretor do IFSC Campus RAU, Prof Gerson recebeu o CREA Jr para conhecer melhor o programa. Ele já deu total liberdade para realizarmos palestras para calouros, eventos o que for necessário, vejo uma boa oportunidade para crescermos o programa.",IES,3,Presencial,Santa Catarina,3.0,2025-07-21
25/07/2025,julho ,2025,Ação externa,Evento,"Congresso Estadual de Profissionais, o Coord. Júlio participou como delegado no 15º CEP",CONFEA,4,Presencial,Santa Catarina,4.0,2025-07-25
12/07/2025,julho ,2025,Ação externa,Evento,"20ª Feijoada da AEAJS, a tradicional feijoada o CREA Jr esteve presente. Júlio, Luciano e Wesley. e demais inspetores e membros da Associação.",Entidades de classe,3,Presencial,Santa Catarina,3.0,2025-07-12
18/07/2025,julho ,2025,Ação externa,Reunião,Reunião com Palestrante para organizar o Workshop sobre Apresentações de impacto,CREA Jr,3,Presencial,Santa Catarina,3.0,2025-07-18
07/07/2025,julho ,2025,Ação externa,Reunião,Reunião com Palestrante para organizar um futuro Workshop (Setembro talvez),CREA Jr,2,Online,Santa Catarina,2.0,2025-07-07
02/07/2025,julho ,2025,Ação externa,Reunião,Reuniao com AEAAVRP para alinhamentos de eventos que irão acontecer nos proximos dias,CREA,2,Presencial,Santa Catarina,2.0,2025-07-02
04/07/2025,julho ,2025,Ação externa,Ciclo de Palestras,Apresentação do programa para os ingressantes da UNOESC de varios campi,IES,1,Online,Santa Catarina,1.0,2025-07-04
16/07/2025,julho ,2025,Ação externa,Palestras,Participacão em palestra sobre ICF,CREA,1,Presencial,Santa Catarina,1.0,2025-07-16
18/07/2025,julho ,2025,Ação externa,Reunião,Reuniao com AEAAVRP para alinhamentos de eventos que irão acontecer no proximo mes,Entidades de classe,2,Online,Santa Catarina,2.0,2025-07-18
26/07/2025,julho ,2025,Ação externa,Evento,Crea Summit em Balneario Camboriu,CREA,1,Presencial,Santa Catarina,1.0,2025-07-26
30/07/2025,julho ,2025,Ação externa,Reunião,"Discussão de casos irregulares e fiscalizações de rotina da região, (denuncias, falta de ARTs, vistos), comentou-se sobre o CREA SUMMIT e sobre proximos eventos que irao ocorrer na regiao.",CREA,14,Presencial,Santa Catarina,14.0,2025-07-30
24/07/2025,julho ,2025,Ação externa,Reunião,"Reunião sobre simposio das engenharias da unoesc, para discussao da presença do presidente Kita, e indicação de palestrantes.",IES,7,Presencial,Santa Catarina,7.0,2025-07-24
06/07/2025,julho ,2025,Ação externa,Reunião,Reunião com os representantes de curso da engenharia mecâninca da UniSENAI.,IES,5,Online,Santa Catarina,5.0,2025-07-06
16/07/2025,julho ,2025,Ação externa,Reunião,Palestra: Dinâmica de Agrotóxicos no Ambiente para os acadêmicos de agronomia do IFC Araquari.,IES,1,Presencial,Santa Catarina,1.0,2025-07-16
16/07/2025,julho ,2025,Ação externa,Reunião,Reunião de Inspetoria.,CREA,1,Presencial,Santa Catarina,1.0,2025-07-16
17/07/2025,julho ,2025,Ação externa,Visita técnica,Visita a INTERMACH 2025,Empresa,1,Presencial,Santa Catarina,1.0,2025-07-17
08/07/2025,julho ,2025,Ação externa,Reunião,"Conversei com a Edilaine da HydroWheel, empresa que realizamos a visita técnica. Ela me perguntou sobre o número de pessoas que iriam para o cofre, e eu a informei que o grupo foi fechado em 15 pessoas. Ela confirmou, dizendo que já havia programado tudo para essa quantidade.",Empresa,2,Online,Santa Catarina,2.0,2025-07-08
11/07/2025,julho ,2025,Ação externa,Reunião,"Conversei com o Edson Sousa da HydroWheel. Ele me perguntou se a Edilaine já tinha acertado os detalhes para o dia seguinte, e eu confirmei. Aproveitei para perguntar se ainda podíamos adicionar mais duas pessoas, pois o grupo de 16 tinha aumentado. Ele disse que sim, que ""2 a mais não muda"", mas pediu para eu avisar a Edilaine. Eu o agradeci e ele me avisou que estaria lá para nos receber também.",Empresa,2,Online,Santa Catarina,2.0,2025-07-11
12/07/2025,julho ,2025,Ação externa,Visita técnica,"Realizamos uma visita técnica à HydroWheel, uma empresa especializada na fabricação de turbinas para usinas hidrelétricas. A visita foi dividida em duas partes principais, que nos proporcionaram um aprofundamento completo no tema. Inicialmente, participamos de uma apresentação teórica, onde um representante da empresa nos explicou, com o apoio de slides, todo o processo de funcionamento das usinas, a engenharia por trás da fabricação das turbinas e a aplicação de cada tipo específico. Esse momento nos permitiu ter um entendimento técnico sólido antes de irmos para a prática. Após a apresentação, fizemos um tour pela fábrica. Foi uma experiência muito enriquecedora, pois pudemos ver de perto as gigantescas turbinas em diferentes estágios de montagem, o que nos permitiu visualizar a complexidade e a escala do trabalho realizado pela Rideril. Em um dos galpões, nos reunimos em frente a uma imensa turbina azul e a outras estruturas verdes e cinzas, que demonstravam a grandiosidade do que a empresa produz. A visita foi finalizada com uma foto de todo o grupo em frente às turbinas, segurando a bandeira do CREA Júnior SC, marcando o aprendizado teórico e prático que tivemos durante o dia. Participaram acadêmicos de diversas engenharia e universidades da região, como UDESC, UNIDAVI e UNIASSELVI.""",Empresa,1,Presencial,Santa Catarina,1.0,2025-07-12
23/07/2023,julho ,2023,Ação externa,Reunião,"Conversa com a Rubiana, coordenadora das engenharias da UNIASSELVI. O diálogo foi sobre uma futura aula ou palestra para os calouros de engenharia. Começou com a sugestão de fazer uma apresentação do CREA Júnior para a nova turma. Depois, houve a confirmação de uma ""aula de ART Júnior"" para o dia 4, com a presença de um engenheiro eletricista e de segurança do trabalho para auxiliar na emissão das ARTs. Também discutimos a possibilidade de um brinde para o palestrante e combinamos que a apresentação ocorreria no laboratório.",IES,2,Presencial,Santa Catarina,2.0,2023-07-23
31/07/2025,julho ,2025,Ação externa,Visita técnica,"Visita Técnica – Beneficiamento de Sementes da Cotrijal. Visitamos a unidade de beneficiamento de sementes da Cotrijal, onde acompanhamos todo o processo — desde o recebimento das sementes até a limpeza, classificação, tratamento e armazenamento. Ficou evidente o cuidado com a qualidade, rastreabilidade e padronização, garantindo ao agricultor um insumo confiável e de alto desempenho.",Parceria,36,Presencial,Santa Catarina,36.0,2025-07-31
31/07/2025,julho ,2025,Ação externa,Visita técnica,"Visita Técnica – Stara. Visita técnica na unidade da matriz da Stara, onde tivemos a oportunidade de conhecer de perto o funcionamento de tecnologias voltadas à agricultura de precisão. A experiência proporcionou uma visão prática sobre como a inovação e a conectividade no campo estão otimizando os processos agrícolas, tornando-os mais eficientes, sustentáveis e alinhados às necessidades do produtor moderno.",Parceria,36,Presencial,Santa Catarina,36.0,2025-07-31
30/07/2025,julho ,2025,Ação externa,Visita técnica,"Visita Técnica – Embrapa Trigo (Passo Fundo). Visita técnica na Embrapa Trigo, em Passo Fundo, referência nacional em pesquisa e desenvolvimento de cultivares. Durante a visita, conhecemos os avanços no melhoramento genético, técnicas de manejo e os estudos realizados para atender as diferentes regiões produtoras do Brasil. Uma experiência extremamente rica e inspiradora, que destacou o papel fundamental da ciência e da inovação no fortalecimento do agronegócio.",Parceria,36,Presencial,Santa Catarina,36.0,2025-07-30
01/07/2025,julho ,2025,Ação externa,Reunião,Palestra movimentação de massa,CREA,1,Presencial,Santa Catarina,1.0,2025-07-01
04/07/2025,julho ,2025,Ação externa,Palestras,Palestra institucional - Palestra online para os alunos da rede UNOESC de ensino,CREA Jr,63,Online,Santa Catarina,63.0,2025-07-04
01/07/2025,julho ,2025,Ação interna,Processo seletivo,Processo seletivo times da Estadual CREA Jr SC,CREA Jr,10,Online,Santa Catarina,10.0,2025-07-01
25/07/2025,julho ,2025,Ação externa,Evento,"Summit + Encontro estadual CREA Jr SC- CREA Jr-SC marcou presença no CREA Summit 2025, vivendo momentos de intensa troca de conhecimento e inovação! 🚀✨
Durante o evento, nossos estudantes tiveram a oportunidade de apresentar projetos de pesquisa acadêmica no Desafio Técnico-Científico CREA Jr-SC, além de mostrar o talento e a criatividade em projetos de competição — como foguetes, aviões, carros e barcos elétricos desenvolvidos nos laboratórios das universidades. Também levamos aos holofotes startups criadas por membros do nosso programa, provando que a força universitária de Santa Catarina está pronta para transformar o futuro!",CREA,232,Presencial,Santa Catarina,232.0,2025-07-25
05/07/2025,julho ,2025,Ação externa,Desenvolvimento interno,Divulgação CREA Jr Revista - Revisa da engenharia,Parceria,,Online,Santa Catarina,,2025-07-05
14/07/2025,julho ,2025,Ação externa,Reunião de representantes,Participação III Reunião ordinaria do colegio de representantes CREA Jr 2025,CREA Jr,1,Presencial,Santa Catarina,1.0,2025-07-14
10/07/2025,julho ,2025,Ação interna,Reunião de representantes,Reunião comissão CREA Jr SC Julho,CREA,11,Presencial,Santa Catarina,11.0,2025-07-10
12/08/2025,agosto ,2025,Ação externa,Reunião,"Reunião da diretoria da entidade de classe, onde foi apresentado um novo diretor, aprovado novos membros da entidade, planejamento para o próximo semestre, incluindo o CREA Jr",Entidades de classe,1,Online,Santa Catarina,1.0,2025-08-12
20/08/2025,agosto ,2025,Ação externa,Reunião,,CREA,21,Online,Santa Catarina,21.0,2025-08-20
25/08/2025,agosto ,2025,Ação externa,Reunião,,Entidades de classe,1,Online,Santa Catarina,1.0,2025-08-25
26/08/2025,agosto ,2025,Ação externa,Evento,,Entidades de classe,1,Presencial,Santa Catarina,1.0,2025-08-26
01/08/2025,agosto ,2025,Ação interna,Reunião,"Jordana e Gabriel reuniram-se com Rodrigo Espíndola e Clayton para definir a estratégia de patrocínio do Congresso, alinhando as abordagens para empresas-chave da região.",CREA Jr,4,Online,Santa Catarina,4.0,2025-08-01
03/08/2025,agosto ,2025,Ação interna,Reunião,Reunião com o grupo do CREA Jr Chapecó para distribuir funções e revisar prazos das entregas do Congresso.,CREA Jr,4,Online,Santa Catarina,4.0,2025-08-03
04/08/2025,agosto ,2025,Ação externa,Evento,"Jordana e gabriel representaram o CREA Jr na abertura oficial da Semana Municipal de Inovação, destacando a importância da integração entre cursos e entidades.",CREA Jr,2,Presencial,Santa Catarina,2.0,2025-08-04
05/08/2025,agosto ,2025,Ação externa,Reunião,"Jordana e Gabriel participaram da reunião da inspetoria do CREA-SC, alinhando apoio logístico, institucional e de divulgação ao Congresso.",CREA Jr,1,Presencial,Santa Catarina,1.0,2025-08-05
06/08/2025,agosto ,2025,Ação externa,Evento,"CREA Jrs participaram da Feira de Agricultura Regenerativa junto ao chefe de gabinete Penter, em ação do Congresso de Agricultura Regenerativa.",CREA Jr,6,Presencial,Santa Catarina,6.0,2025-08-06
07/08/2025,agosto ,2025,Ação externa,Reunião,"Reunião com os inspetores Marina, Gisele, Rafael, Rodrigo e Gabriel para tratar de apoio da inspetoria ao Congresso do CREA Jr.",CREA Jr,6,Presencial,Santa Catarina,6.0,2025-08-07
07/08/2025,agosto ,2025,Ação externa,Reunião,Gabriel conversou com Marco Antônio sobre a estrutura de apresentação das propostas e demandas do Congresso.,CREA Jr,2,Online,Santa Catarina,2.0,2025-08-07
08/08/2025,agosto ,2025,Ação externa,Reunião,"Jordana reuniu-se com Adilso da Electroservice, finalizando patrocínio na Cota Ouro para o Congresso.",CREA Jr,2,Online,Santa Catarina,2.0,2025-08-08
08/08/2025,agosto ,2025,Ação externa,Reunião,"Reunião com Caroline, representante da revista Flash Libre, sobre cobertura de mídia e divulgação institucional do Congresso.",CREA Jr,2,Online,Santa Catarina,2.0,2025-08-08
08/08/2025,agosto ,2025,Ação externa,Visita técnica,Membros do CREA Jr participaram de Visita técnica em evento apoiado pelo CREA em conjunto com a Fazenda Banhado Verde,CREA Jr,6,Presencial,Santa Catarina,6.0,2025-08-08
09/08/2025,agosto ,2025,Ação externa,Reunião,"Encontro com Rodrigo, René, Clayton, Rafael e Barrichello no Pollen Parque para tratar de parcerias técnicas com o laboratório e apoio do ecossistema.",CREA Jr,6,Presencial,Santa Catarina,6.0,2025-08-09
11/08/2025,agosto ,2025,Ação externa,Reunião,Reunião com Ricardo Oliveira para confirmar a palestra sobre aplicações do grafeno durante o Congresso.,CREA Jr,2,Online,Santa Catarina,2.0,2025-08-11
13/08/2025,agosto ,2025,Ação externa,Reunião,Reunião com Evandro Peruzzo visando captação de apoio institucional e financeiro.,CREA Jr,2,Online,Santa Catarina,2.0,2025-08-13
13/08/2025,agosto ,2025,Ação externa,Reunião,Jordana falou com Victor Reis da Empower sobre futuras palestras em parceria com o CREA Jr Chapecó.,CREA Jr,2,Online,Santa Catarina,2.0,2025-08-13
14/08/2025,agosto ,2025,Ação externa,Reunião,Reunião com Aline da CREDCREA para oficializar patrocínio ao evento.,CREA Jr,2,Online,Santa Catarina,2.0,2025-08-14
15/08/2025,agosto ,2025,Ação externa,Reunião,"Ajustes no orçamento com Rodrigo, alinhando valores e cronograma de entregas.",CREA Jr,2,Online,Santa Catarina,2.0,2025-08-15
16/08/2025,agosto ,2025,Ação externa,Reunião,Reunião com Rodrigo e Cristiana do SENAI: confirmação da liberação de alunos para o Congresso e apoio institucional.,CREA Jr,3,Online,Santa Catarina,3.0,2025-08-16
18/08/2025,agosto ,2025,Ação externa,Reunião,"Reunião com diretor da BRDE, Jordana e Rodrigo para fechamento de patrocínio.",CREA Jr,3,Online,Santa Catarina,3.0,2025-08-18
18/08/2025,agosto ,2025,Ação externa,Reunião,Reunião com Eduarda do para alinhamento de patrocinio para o congresso.,CREA Jr,2,Online,Santa Catarina,2.0,2025-08-18
19/08/2025,agosto ,2025,Ação externa,Reunião,"Conversa com Lucas, palestrante da UNOChapecó, para alinhar detalhes da participação na Semana Acadêmica.",CREA Jr,2,Presencial,Santa Catarina,2.0,2025-08-19
21/08/2025,agosto ,2025,Ação externa,Reunião,Reunião com Everton Galina da empresa BASF para fechamento de patrocínio e parcerias.,CREA Jr,2,Online,Santa Catarina,2.0,2025-08-21
22/08/2025,agosto ,2025,Ação externa,Reunião,Nova reunião com Thayla para alinhamento das demandas.,CREA Jr,2,Online,Santa Catarina,2.0,2025-08-22
23/08/2025,agosto ,2025,Ação externa,Reunião,Gabriel conversou com Lucas Moraes do Hotel IBIS para confirmar apoio logístico aos palestrantes.,CREA Jr,2,Online,Santa Catarina,2.0,2025-08-23
23/08/2025,agosto ,2025,Ação externa,Reunião,Jordana se reuniu com Braulio da Dalla Cervejaria sobre fornecimento de chope e ações promocionais.,CREA Jr,2,Online,Santa Catarina,2.0,2025-08-23
24/08/2025,agosto ,2025,Ação externa,Reunião,"Reunião com Givanildo, Rodrigo e Jordana na UCEFF, confirmando apoio institucional ao Congresso.",CREA Jr,3,Online,Santa Catarina,3.0,2025-08-24
25/08/2025,agosto ,2025,Ação externa,Reunião,Gabriel e Briana conversaram sobre apoio institucional e materiais gráficos da empresa ao evento.,CREA Jr,2,Online,Santa Catarina,2.0,2025-08-25
26/08/2025,agosto ,2025,Ação externa,Reunião,Jordana e Gabriel participaram da última etapa do Treinamento de Lideranças promovido pelo CREA-SC.,CREA Jr,2,Presencial,Santa Catarina,2.0,2025-08-26
28/08/2025,agosto ,2025,Ação externa,Reunião,Jordana se reuniu com Ricardo representante da OSESC para confirmar patrocínio e palestra.,CREA Jr,2,Online,Santa Catarina,2.0,2025-08-28
28/08/2025,agosto ,2025,Ação externa,Reunião,Gabriel se reuniu com uma empresa de podcast sobre parceria para cobertura em e mídia do Congresso.,CREA Jr,2,Online,Santa Catarina,2.0,2025-08-28
29/08/2025,agosto ,2025,Ação externa,Reunião,"Encontro com Rodrigo e Nicole para alinhar materiais como crachás, brindes e credenciais.",CREA Jr,3,Online,Santa Catarina,3.0,2025-08-29
31/08/2025,agosto ,2025,Ação interna,Ciclo de Palestras,Jordana representou o CREA Jr na formatura de três membros e reforçou a visibilidade institucional.,IES,4,Presencial,Santa Catarina,4.0,2025-08-31
15/08/2025,agosto ,2025,Ação externa,Visita técnica,"Realizamos uma visita técnica a uma empresa familiar de cultivo de ostras no litoral de Florianópolis. Durante a experiência, tivemos a oportunidade de conhecer todo o processo produtivo, desde o manejo até o beneficiamento, além de compreender como ocorre a comercialização de ostras e mariscos nos mercados.",CREA,6,Presencial,Santa Catarina,6.0,2025-08-15
15/08/2025,agosto ,2025,Ação externa,Visita técnica,"Foi realizada uma visita técnica a pedreiras na cidade de Florianópolis, com o objetivo de compreender o processo de formação e extração dos materiais. Durante a atividade, também pudemos conhecer como funciona a etapa de comercialização, incluindo aspectos relacionados à exportação e importação.",CREA,10,Presencial,Santa Catarina,10.0,2025-08-15
26/08/2025,agosto ,2025,Ação externa,Reunião,"Realizou-se uma reunião com as inspetorias e entidades de classe, na qual foram discutidos e encaminhados assuntos relevantes em conjunto com os representantes presentes.",CREA,15,Presencial,Santa Catarina,15.0,2025-08-26
03/08/2025,agosto ,2025,Ação interna,Processo seletivo,"Seleção para novos representantes de curso no CREA Jr Regional Criciúma. O processo contou com a presença da coordenadora regional Alice e do membro da expansão, Vinícius.",CREA Jr,3,Online,Santa Catarina,3.0,2025-08-03
05/08/2025,agosto ,2025,Ação externa,Reunião,"Durante a reunião com a ASCEA, foram discutidos os próximos eventos em parceria com o CREA Jr e o desenvolvimento do novo site da entidade. O objetivo é fortalecer a integração do CREA Jr na ASCEA, ampliando a visibilidade e a participação dos estudantes nas atividades promovidas.",CREA Jr,2,Presencial,Santa Catarina,2.0,2025-08-05
13/08/2025,agosto ,2025,Ação externa,Evento,"O CREA Jr Criciúma participou da abertura oficial da AGROPONTE a convite da organização, representando a entidade e fortalecendo vínculos institucionais junto ao setor agroindustrial.",CREA,2,Presencial,Santa Catarina,2.0,2025-08-13
18/08/2025,agosto ,2025,Ação externa,Reunião,"Reunião realizada na Inspetoria de Criciúma, com participação do CREA Jr, para tratar de pautas administrativas, integração entre inspetoria e acadêmicos, além de alinhamento das próximas atividades regionais.",CREA,2,Presencial,Santa Catarina,2.0,2025-08-18
18/08/2025,agosto ,2025,Ação externa,Palestras,"Palestra ministrada por Rhunan, representante do setor da InovAcrea, trazendo conteúdos técnicos e experiências práticas voltadas para inovação e desenvolvimento profissional dos acadêmicos participantes.",IES,2,Presencial,Santa Catarina,2.0,2025-08-18
08/08/2025,agosto ,2025,Ação externa,Evento,"Estand do programa no evento ""CTC de Portas Abertas"" na UFSC onde apresentamos o programa tanto para graduandos em engenharia como para estudantes do último ano do ensino médio (público alvo da feira) durante os dois dias de evento, contamos com a grande ajuda do Sr° Ivair inspetor e embaixador da regional.",IES,6,Presencial,Santa Catarina,6.0,2025-08-08
15/08/2025,agosto ,2025,Ação externa,Evento,"Estand do programa no evento ""Floripa Rural"" onde apresentamos o CREA Jr para diversos públicos, desde crianças do ensino fundamental a graduandos em engenharia, na ocasião contamos com a participação da equipe de competição ""Kosmos"".",IES,10,Presencial,Santa Catarina,10.0,2025-08-15
20/08/2025,agosto ,2025,Ação externa,Reunião,Reunião com a FEJESC para discussão sobre a participação do CREA Jr em um evento interno das EJ's para capacitação e formação das lideranças,Parceria,2,Online,Santa Catarina,2.0,2025-08-20
27/08/2025,agosto ,2025,Ação externa,Palestras,Palestra realizada no curso de engenharia Civil na UFSC pela nossa representante de curso Kamilly onde tivemos uma boa conversão de membros corporativos e ainda mais 2 novos integrantes membros dirigentes.,IES,2,Presencial,Santa Catarina,2.0,2025-08-27
